timestamp,cpu_percent,memory_percent,memory_mb,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb
2025-10-26T12:58:52.636203,37.5,93.4,11287.890625,18.34912109375,0.0,0.0011081695556640625,0.0011425018310546875
2025-10-26T12:58:53.748950,79.6,94.2,11385.1484375,100.140625,0.1279296875,0.044391632080078125,0.07421016693115234
2025-10-26T12:58:54.865872,53.1,94.4,11410.6171875,165.99169921875,19.53271484375,0.05863189697265625,0.0831308364868164
2025-10-26T12:58:55.976289,52.6,94.1,11371.515625,214.0380859375,20.3369140625,0.061145782470703125,0.08443832397460938
2025-10-26T12:58:57.090928,62.7,94.4,11406.19140625,255.38916015625,20.8623046875,0.07458305358886719,0.0996694564819336
